adress,area,floor,price,rooms,floors_total,year,latitude,longitude,district
"Россия, Самара, Московское шоссе, 20", 36.2, 4/5, 2300000, 1, 5,,53.208149,50.169067, Октябрьский
"Россия, Самара, улица Свободы, 194", 41.5, 10/12, 2300000, 1, 12,,53.231188,50.278383, Кировский
"Россия, Самара, 6-я просека, 155", 42.0, 5/12, 3290000, 1, 12,,53.244941,50.189396, Промышленный
"Россия, Самара, Ново-Вокзальный тупик, 10", 42.0, 12/18, 2600000, 1, 18,,53.218982,50.246933, Промышленный
"Россия, Самара, Гвардейская улица, 21", 30.0, 4/9, 1580000, 1, 9,,53.238582,50.282713, Кировский
"Россия, Самара, Запорожская улица, 24", 39.83, 13/16, 2100000, 1, 16,,53.209778,50.218007, Советский
"Россия, Самара, Молодёжная улица, 8Б", 56.0, 2/16, 3300000, 1, 16,,53.258728,50.21931, Промышленный
"Россия, Самара, улица Стара Загора, 21", 29.1, 10/16, 2300000, 1, 16,,53.222433,50.193609, Октябрьский
"Россия, Самара, проспект Карла Маркса, 59А", 34.5, 11/14, 2870000, 1, 14,,53.19816,50.15314, Железнодорожный
"Россия, Самара, Московское шоссе", 47.0, 2/26, 2592700, 1, 26,,53.253034,50.225715, Ленинский
"Россия, Самара, улица Гастелло, 22А", 33.0, 20/24, 2750000, 1, 24,,53.226929,50.191462, Октябрьский
"Россия, Самара, Тихвинская улица, 24", 41.3, 2/10, 2700000, 1, 10,,53.229986,50.189108, Октябрьский
"Россия, Самара, улица Георгия Димитрова, 74Ак1", 54.7, 11/16, 2370000, 1, 16,,53.251622,50.230889, Кировский
"Россия, Самара, улица Аминева, 11", 31.0, 7/9, 2300000, 1, 9,,53.248099,50.21109, Промышленный
"Россия, Самара, проспект Карла Маркса, 4А", 42.0, 10/24, 2820000, 1, 24,,53.191335,50.1345, Железнодорожный
"Россия, Самара, Осетинская улица, 8", 42.0, 7/16, 2620000, 1, 16,,53.151079,50.075499, Куйбышевский
"Россия, Самара, Волжское шоссе, 123", 40.0, 5/10, 3000000, 1, 10,,53.276441,50.26419, Кировский
"Россия, Самара, Пятигорская улица, 10", 30.5, 7/9, 2250000, 1, 9,,53.187688,50.140141, Железнодорожный
"Россия, Самара, улица Крутые Ключи, 51А", 35.0, 2/3, 1630000, 1, 3,,53.31638,50.304856, Красноглинский
"Россия, Самара, улица Мориса Тореза, 36", 32.0, 3/5, 2160000, 1, 5,,53.197113,50.172481, Железнодорожный
"Россия, Самара, Революционная улица, 10", 42.72, 4/26, 2349600, 1, 26,,53.215316,50.165923, Октябрьский
"Россия, Самара, Рыльская улица, 3", 29.0, 4/5, 1550000, 1, 5,,53.199357,50.249996, Промышленный
"Россия, Самара, улица Тухачевского, 40А", 51.0, 20/24, 2300000, 1, 24,,53.189706,50.148199, Железнодорожный
"Россия, Самара, улица Лейтенанта Шмидта, 10", 48.0, 21/22, 2800000, 1, 22,,53.225145,50.152143, Октябрьский
"Россия, Самара, проспект Кирова, 415", 45.0, 20/24, 2480000, 1, 24,,53.257591,50.218897, Промышленный
"Россия, Самара, Солнечная улица, 35", 30.3, 3/9, 1900000, 1, 9,,53.252371,50.202413, Промышленный
"Россия, Самара, улица Челюскинцев, 14", 30.0, 3/9, 2600000, 1, 9,,53.209352,50.143788, Октябрьский
"Россия, Самара, улица Куйбышева, 7", 27.1, 1/2, 1547000, 1, 2,,53.179367,50.083871, Самарский
"Россия, Самара, Балаковская улица, 6А", 48.0, 7/20, 3050000, 1, 20,,53.185654,50.195513, Советский
"Россия, Самара, Московское шоссе, 24-й километр, 9с1", 36.5, 4/4, 1870000, 1, 4,,53.328966,50.3118, Октябрьский
"Россия, Самара, Московское шоссе", 45.0, 3/26, 2396660, 1, 26,,53.253034,50.225715, Ленинский
"Россия, Самара, Ташкентская улица, 232", 40.0, 2/9, 2700000, 1, 9,,53.265989,50.223927, Промышленный
"Россия, Самара, Физкультурная улица, 5", 34.0, 5/5, 1850000, 1, 5,,53.205177,50.239612, Советский
"Россия, Самара, Аэродромная улица, 98А", 61.0, 18/18, 2653100, 1, 18,,53.194438,50.206275, Советский
"Россия, Самара, улица Потапова, 78В", 43.0, 15/18, 3100000, 1, 18,,53.222579,50.189683, Октябрьский
"Россия, Самара, проспект Кирова, 350", 36.0, 2/9, 2400000, 1, 9,,53.258787,50.20915, Промышленный
"Россия, Самара, площадь Куйбышева", 34.55, 24/25, 1850000, 1, 25,,53.195538,50.101783, Октябрьский
"Россия, Самара, улица Тухачевского, 80", 47.3, 5/16, 2550000, 1, 16,,53.195295,50.152053, Железнодорожный
"Россия, Самара, 8-я просека 5-й переулок", 41.0, 14/18, 2320000, 1, 18,,53.259197,50.194525, Октябрьский
"Россия, Самара, улица Аминева, 11", 31.0, 7/9, 2360000, 1, 9,,53.248099,50.21109, Промышленный
"Россия, Самара, улица Карбышева, 67", 45.1, 12/13, 2849900, 1, 13,,53.210139,50.203832, Советский
"Россия, Самара, улица Георгия Димитрова, 45", 30.0, 2/5, 1800000, 1, 5,,53.253675,50.234725, Кировский
"Россия, Самара, Майская улица, 1", 42.0, 4/16, 2800000, 1, 16,,53.234546,50.256707, Кировский
"Россия, Самара, улица Мориса Тореза, 49", 30.0, 1/5, 1800000, 1, 5,,53.196412,50.177439, Железнодорожный
"Россия, Самара, Вольская улица, 59", 29.3, 5/5, 1650000, 1, 5,,53.216443,50.239342, Промышленный
"Россия, Самара, Ташкентская улица, 125", 21.4, 5/9, 1680000, 1, 9,,53.247646,50.249709, Кировский
"Россия, Самара, Октябрьский район, 3-й проезд, 50", 32.0, 17/19, 2180000, 1, 19,,53.204255,50.180539, Октябрьский
"Россия, Самара, Запорожская улица, 31", 36.0, 9/9, 2250000, 1, 9,,53.208181,50.221834, Советский
"Россия, Самара, улица Советской Армии", 38.26, 11/25, 1700000, 1, 25,,53.223209,50.200598, Советский
"Россия, Самара, улица Мечникова, 3", 37.0, 22/23, 1800000, 1, 23,,53.187445,50.133799, Железнодорожный
"Россия, Самара, 5-я просека, 131", 36.9, 3/18, 1720000, 1, 18,,53.242042,50.180925, Октябрьский
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица 8 Марта, 6/1", 35.0, 1/4, 1406000, 1, 4,,53.352826,50.204227, Красноглинский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 75", 38.1, 3/9, 1800000, 1, 9,,53.142427,50.049573, Куйбышевский
"Россия, Самара, проспект Кирова, 415А", 44.4, 20/24, 2480000, 1, 24,,53.258319,50.218654, Промышленный
"Россия, Самара, Московское шоссе, 29", 45.0, 16/24, 2650000, 1, 24,,53.218282,50.191471, Октябрьский
"Россия, Самара, Волжское шоссе, 121", 46.0, 2/16, 1850020, 1, 16,,53.277082,50.264109, Кировский
"Россия, Самара, 5-я просека, 104", 35.4, 16/16, 2550000, 1, 16,,53.245033,50.18415, Октябрьский
"Россия, Самара, улица Георгия Димитрова, 22", 32.0, 4/5, 1740000, 1, 5,,53.250728,50.236647, Кировский
"Россия, Самара, улица Калинина, 26", 47.0, 12/18, 2900000, 1, 18,,53.22019,50.247203, Промышленный
"Россия, Самара, улица Карбышева, 81", 46.0, 11/16, 3000000, 1, 16,,53.21118,50.204874, Советский
"Россия, Самара, улица Антонова-Овсеенко", 32.25, 6/14, 1709000, 1, 14,,53.212253,50.209419, Советский
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 51", 38.0, 10/10, 2149900, 1, 10,,53.307331,50.286809, Красноглинский
"Россия, Самара, 5-я просека, 104", 39.0, 9/16, 2700000, 1, 16,,53.245033,50.18415, Октябрьский
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица 8 Марта, 6/1", 43.0, 2/4, 1526500, 1, 4,,53.352826,50.204227, Красноглинский
"Россия, Самара, Красноармейская улица, 116", 42.0, 7/9, 2900000, 1, 9,,53.18942,50.128176, Железнодорожный
"Россия, Самара, Осетинская улица, 7А", 34.9, 9/16, 2280000, 1, 16,,53.15238,50.072687, Куйбышевский
"Россия, Самара, 5-я просека, 133", 37.0, 7/18, 2690000, 1, 18,,53.242241,50.17955, Октябрьский
"Россия, Самара, Молодёжная улица, 10", 50.4, 15/17, 3300000, 1, 17,,53.25882,50.222472, Промышленный
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект", 34.94, 5/16, 1628000, 1, 16,,53.113871,50.149726, Волжский район
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Парижской Коммуны, 26", 34.5, 3/10, 2350000, 1, 10,,53.349333,50.211809, Красноглинский
"Россия, Самара, Печерская улица, 18", 31.41, 14/19, 2110000, 1, 19,,53.203748,50.176918, Октябрьский
"Россия, Самара, Печерская улица, 18", 33.0, 14/19, 2800000, 1, 19,,53.203748,50.176918, Октябрьский
"Россия, Самара, Ново-Садовая улица, 31", 39.0, 8/16, 2745000, 1, 16,,53.212663,50.142243, Октябрьский
"Россия, Самара, проспект Кирова, 274", 30.4, 4/9, 1780000, 1, 9,,53.248508,50.224224, Промышленный
