adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Санкт-Петербург, шоссе Революции, 16, Полюстрово, Санкт-Петербург",32.0,3/5,26149,3300000,1,5,1962,59.959557,30.416767
"Ленинский пр д147к2, Новоизмайловское, Санкт-Петербург",128.0,7/14,27101,10800000,3,14,2010,59.850766,30.295458
"Санкт-Петербург, Лермонтовский проспект, 40-42А, Измайловское округ, Санкт-Петербург",76.2,4/4,24289,8900000,3,,1990,59.914615,30.297722
"Санкт-Петербург, Витебский проспект, 33к1, Гагаринское, Санкт-Петербург",47.8,5/5,26150,4400000,2,,,59.858828,30.358906
"Санкт-Петербург, Свердловская набережная, 58, Большая Охта, Санкт-Петербург",66.0,12/16,23452,8200000,2,16,2014,59.956183,30.40676
"Санкт-Петербург, Пушкин, Гусарская улица, 9к6, Пушкин, Санкт-Петербург",43.7,3/4,25206,5500000,1,5,2015,59.702972,30.394974
"Санкт-Петербург, Богатырский проспект, 5к2, Комендантский аэродром, Санкт-Петербург",13.5,1/9,27108,1495000,0,9,1973,60.002018,30.292916
"Канала Грибоедова наб, 8/1, Дворцовый округ, Санкт-Петербург",94.5,3/4,24293,27000000,3,3,1828,59.936792,30.327636
"Россия, Санкт-Петербург, Кировский р-н, метро Проспект Ветеранов, Стойкости ул., 9, Ульянка, Санкт-Петербург",54.0,4/12,25210,5100000,3,12,1973,59.829509,30.215185
"Санкт-Петербург, Колпино, Октябрьская улица, 43, Колпино, Санкт-Петербург",29.0,2/4,23453,2850000,1,4,1961,59.743672,30.615061
"2 Поперечная ул, дом 3, Ржевка, Санкт-Петербург",40.0,2/2,26151,1800000,2,,,59.9769,30.546897
"Санкт-Петербург, Приморский проспект, 62к1, № 65, Санкт-Петербург",95.3,12/13,27114,14900000,3,13,2017,59.983067,30.26859
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Новгородский проспект, 10, Пушкин, Санкт-Петербург",32.6,19/24,23455,3650000,1,24,2015,59.806821,30.369282
"Санкт-Петербург, улица Коллонтай, 5/1, Невский округ, Санкт-Петербург",37.0,21/25,24295,5291000,1,25,2013,59.913144,30.449996
"Санкт-Петербург, Суворовский проспект, 47, Смольнинское, Санкт-Петербург",131.0,3/5,25211,14900000,4,5,1906,59.939708,30.377924
"ул. Школьная, д. 6, корп. 2, стр. 1, Шушары, Санкт-Петербург",42.5,10/18,26153,4160000,1,5,1969,59.810478,30.377475
"пр-т Московский, д. 183-185, лит. А, Пулковский меридиан, Санкт-Петербург",116.3,18/24,23456,19500000,3,24,2014,59.855331,30.319839
"Санкт-Петербург, 1-й Предпортовый проезд, 14, Новоизмайловское, Санкт-Петербург",36.0,14/17,27118,5400000,1,18,2015,59.842264,30.306355
"Санкт-Петербург, улица Адмирала Черокова, 20В, Южно-Приморский округ, Санкт-Петербург",25.2,6/6,24298,3490000,0,10,2015,59.852438,30.140697
"Пушкин, Санкт-Петербург, Железнодорожная улица, 64, Пушкин, Санкт-Петербург",32.0,1/5,25212,3250000,1,5,1967,59.724437,30.416533
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",41.7,19/28,26155,4300000,1,29,2017,60.053952,30.327196
"ул Коломенская, 14, Владимирский округ, Санкт-Петербург",72.6,3/4,27119,6900000,4,6,1896,59.924546,30.354424
"Санкт-Петербург, Морская набережная, 35к3, Остров Декабристов, Санкт-Петербург",110.0,5/13,23460,18800000,3,13,2004,59.959692,30.2215
"Санкт-Петербург, Московский проспект, 182, Московская застава, Санкт-Петербург",105.0,6/6,24300,11900000,4,6,1949,59.875005,30.321123
"Санкт-Петербург, улица Тельмана, 40, № 54, Санкт-Петербург",62.6,3/9,25215,5490000,3,,,59.893642,30.487788
"Санкт-Петербург, Краснопутиловская улица, 29, Автово, Санкт-Петербург",54.1,4/5,26156,6350000,2,5,1958,59.869869,30.269982
"Санкт-Петербург, Среднерогатская улица, 11, Звёздное, Санкт-Петербург",66.3,5/8,27124,7267000,2,26,2017,59.822711,30.33308
"Санкт-Петербург, улица Адмирала Черокова, 20, Южно-Приморский округ, Санкт-Петербург",26.0,11/25,23461,3300000,0,18,2015,59.851842,30.137993
"Санкт-Петербург, проспект Маршала Блюхера, 7к1, Финляндский округ, Санкт-Петербург",25.0,10/16,24301,3800000,0,17,2018,59.980988,30.37425
"Санкт-Петербург, улица Жукова, 1, Финляндский округ, Санкт-Петербург",52.0,11/14,26157,6200000,1,15,,59.962435,30.405062
"Санкт-Петербург, Среднерогатская улица, 11, Звёздное, Санкт-Петербург",26.4,2/16,27126,3346000,0,26,2017,59.822711,30.33308
"Санкт-Петербург, набережная реки Смоленки, 3к2, Остров Декабристов, Санкт-Петербург",105.0,6/11,25216,10200000,3,11,2015,59.94969,30.262796
"Санкт-Петербург, Верейская улица, 42/8, Семёновский, Санкт-Петербург",16.0,2/4,23462,1900000,0,3,1955,59.913722,30.328669
"Московский пр-кт, 4, Сенной округ, Санкт-Петербург",65.2,3/6,24302,8900000,3,,,59.925385,30.317961
"Ленинградская область, Всеволожский район, посёлок Мурино, улица Шоссе в Лаврики, 89, Санкт-Петербург",74.0,12/18,26159,5200000,3,19,2017,60.06654,30.45685
"Пушкин, Санкт-Петербург, Кедринская улица, 8, подъезд 2, Пушкин, Санкт-Петербург",43.0,4/8,27127,4900000,1,9,2012,59.698568,30.414566
"Санкт-Петербург, Суворовский проспект, 41, Смольнинское, Санкт-Петербург",42.0,1/2,25217,5200000,1,2,1891,59.939365,30.37734
"Санкт-Петербург, проспект Маршала Жукова, 35к3, Юго-Запад, Санкт-Петербург",64.8,5/14,23464,6500000,1,16,1993,59.856162,30.223234
"Санкт-Петербург, Краснопутиловская улица, 12, Автово, Санкт-Петербург",106.0,6/8,24304,11250000,3,8,1957,59.873555,30.263963
"ул Лахтинская, 32, Петровский округ, Санкт-Петербург",99.0,3/5,25222,11500000,3,6,1898,59.963931,30.296725
"Санкт-Петербург, Долгоозёрная улица, 13, Озеро Долгое, Санкт-Петербург",55.4,6/12,26160,7299000,2,12,1988,60.016757,30.250983
"Санкт-Петербург, бульвар Красных Зорь, 12, Обуховский округ, Санкт-Петербург",58.9,3/5,23465,5200000,3,5,1960,59.870678,30.441992
"Санкт-Петербург, Октябрьская набережная, 68, Народный, Санкт-Петербург",31.0,12/17,27128,3900000,1,18,1977,59.877398,30.457595
"Санкт-Петербург, Кушелевская дорога, 7к5, Пискарёвка, Санкт-Петербург",34.0,7/22,24307,6000000,1,22,2016,59.987996,30.378579
"Гаванская ул, 46, Гавань, Санкт-Петербург",45.0,3/5,25224,5600000,2,5,1961,59.938662,30.235954
"Санкт-Петербург, Свердловская набережная, 58, Большая Охта, Санкт-Петербург",80.0,11/16,23467,9750000,3,16,2014,59.956183,30.40676
"Санкт-Петербург, Камышовая улица, 48к1, № 65, Санкт-Петербург",68.8,6/16,27141,7200000,2,16,2007,60.009615,30.203435
"территория Шувалово, Санкт-Петербург, Береговая улица, 18к4, Шувалово-Озерки, Санкт-Петербург",43.0,5/7,26162,6450000,1,7,2012,60.058619,30.288883
"Санкт-Петербург, Комендантский проспект, 67, Коломяги, Санкт-Петербург",25.0,10/24,24308,3299000,0,25,2017,60.03771,30.225578
"Санкт-Петербург, Свердловская набережная, 58, Большая Охта, Санкт-Петербург",49.0,9/16,23469,6365000,1,16,2014,59.956183,30.40676
"Санкт-Петербург, Херсонская улица, 10, Смольнинское, Санкт-Петербург",52.0,1/6,27143,6300000,2,6,1898,59.928848,30.380205
"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики, 9, Санкт-Петербург",31.1,1/12,25225,2440000,1,26,2017,60.053436,30.439315
"Тореза пр-кт, 36к2, Светлановское, Санкт-Петербург",64.5,5/8,26163,8000000,2,8,1966,60.005032,30.353202
"Санкт-Петербург, Стародеревенская улица, 19к1, № 65, Санкт-Петербург",60.0,5/6,24310,6499000,2,10,2003,59.996749,30.244389
"Санкт-Петербург, Колпино, улица Анисимова, 10, Колпино, Санкт-Петербург",48.0,3/10,23472,3729000,1,10,1990,59.731777,30.607282
"Санкт-Петербург, Новгородская улица, 28, Смольнинское, Санкт-Петербург",94.0,2/5,25226,11500000,3,5,1952,59.942372,30.391551
"посёлок Парголово, Санкт-Петербург, улица Николая Рубцова, 13, Парголово, Санкт-Петербург",38.0,27/27,27144,3950000,1,28,2015,60.077602,30.336422
"Санкт-Петербург, Моховая улица, 26, Литейный округ, Санкт-Петербург",200.0,4/6,26166,40000000,4,6,1828,59.941903,30.345548
"Санкт-Петербург, 3-я Советская улица, 7, Смольнинское, Санкт-Петербург",108.0,3/6,24313,15500000,4,6,1904,59.93218,30.369471
"Санкт-Петербург, Колпино, улица Танкистов, 30, Колпино, Санкт-Петербург",49.0,1/5,23473,3690000,4,5,1967,59.743449,30.561279
"Санкт-Петербург, Пушкин, Красносельское шоссе, 55, Пушкин, Санкт-Петербург",35.3,3/9,26168,3600000,1,9,2017,59.70407,30.3625
"Санкт-Петербург, проспект Бакунина, 29, Смольнинское, Санкт-Петербург",20.7,2/5,25227,2450000,0,4,1859,59.930715,30.384463
"ул. Тамбасова, д. 7, Сосновая поляна, Санкт-Петербург",95.0,6/10,27145,9207890,3,11,2018,59.837793,30.156732
"Санкт-Петербург, улица Марата, 46, Владимирский округ, Санкт-Петербург",109.0,3/4,24316,10600000,3,4,1916,59.924551,30.351675
"Санкт-Петербург, улица Седова, 146, Обуховский округ, Санкт-Петербург",61.5,1/5,23474,5375000,3,5,1960,59.865763,30.446007
"Санкт-Петербург, проспект Ветеранов, 136, подъезд 1, Урицк, Санкт-Петербург",58.0,5/5,25231,4700000,3,,,59.831874,30.171724
"ул. Школьная, д. 6, корп. 2, стр. 1, Пушкин, Санкт-Петербург",25.9,7/18,26169,2500000,0,5,1969,59.728855,30.401936
"Маршала Блюхера пр-кт, 14, Пискарёвка, Санкт-Петербург",48.0,4/12,24320,4530000,2,12,1975,59.980312,30.382155
"ул. Тамбасова, д. 7, Сосновая поляна, Санкт-Петербург",48.2,6/10,27146,4901220,1,11,2018,59.837793,30.156732
"Пушкин, Санкт-Петербург, бульвар Алексея Толстого, 21, Пушкин, Санкт-Петербург",49.6,2/9,23475,5250000,2,9,1969,59.724437,30.416533
"Санкт-Петербург, Кронверкская улица, 14, Кронверкское, Санкт-Петербург",98.0,5/5,25234,10950000,4,6,1910,59.960584,30.311062
"Санкт-Петербург, Смоленская улица, 13, Московская застава, Санкт-Петербург",34.0,6/12,24324,7100000,0,14,2014,59.904103,30.323612
"Санкт-Петербург, улица Мира, 24, Посадский, Санкт-Петербург",40.0,5/6,26170,5300000,2,6,1910,59.961552,30.322866
"посёлок Мурино, Всеволожский район, Ленинградская область, улица Шоссе в Лаврики, 55, Санкт-Петербург",26.0,15/17,27148,2268000,0,18,2016,60.059459,30.458035
"ул Танкиста Хрустицкого, 9, Дачное, Санкт-Петербург",158.0,7/9,23476,14800000,4,9,2004,59.838186,30.250228
"Светлановский проспект д. 78, Прометей, Санкт-Петербург",32.0,1/12,24329,3200000,1,12,1976,60.046441,30.403274
"Санкт-Петербург, Новоколомяжский проспект, 21, Коломяги, Санкт-Петербург",220.0,2/4,25235,29100000,5,,,60.031935,30.29156
"Каменноостровский пр-кт, 17, Посадский, Санкт-Петербург",50.0,3/6,26174,8900000,2,6,1956,59.960683,30.316919
"Санкт-Петербург, Подольская ул. 31, Семёновский, Санкт-Петербург",50.6,4/4,23477,7300000,2,4,1988,59.914272,30.325741
"Санкт-Петербург, Шкиперский проток, 20, Гавань, Санкт-Петербург",76.0,6/25,27151,9250000,2,25,2010,59.936544,30.219739
"Санкт-Петербург, м. Ленинский проспект, Кировский район, проспект Народного Ополчения, д.10, Княжево, Санкт-Петербург",79.0,13/25,24333,10100000,2,,,59.850156,30.282154
"Санкт-Петербург, Бронницкая улица, 37, Семёновский, Санкт-Петербург",11.5,1/7,23478,1650000,0,7,1912,59.911263,30.325543
"Ленина ул, 20, Петровский округ, Санкт-Петербург",86.6,5/6,25239,10900000,3,,,59.962228,30.303741
"Санкт-Петербург, Ковалёвская улица, 20к3, Ржевка, Санкт-Петербург",53.5,17/17,26176,4900000,2,17,2017,59.979561,30.507937
"Туристская ул, 20к2, № 65, Санкт-Петербург",35.0,2/16,27152,4650000,1,16,2013,59.99701,30.208088
"Санкт-Петербург, Байконурская улица, 5к1, Комендантский аэродром, Санкт-Петербург",22.7,12/21,24340,2558000,0,9,1977,59.99723,30.27751
"посёлок Мурино, Всеволожский район, Ленинградская область, улица Шоссе в Лаврики, 55, Санкт-Петербург",53.2,15/17,27153,3900000,2,18,2016,60.059459,30.458035
"г. Пушкин, Октябрьский б-р 7/29, Пушкин, Санкт-Петербург",44.0,4/4,23479,4790000,1,4,1979,59.724868,30.406266
"Санкт-Петербург, проспект Королёва, 64к2, Коломяги, Санкт-Петербург",38.3,1/19,25240,3250000,1,21,2018,60.033153,30.236448
"посёлок Мурино, Всеволожский район, Ленинградская область, Охтинская аллея, 12, Санкт-Петербург",28.0,19/24,26180,2600000,0,25,2017,60.048795,30.429891
"Санкт-Петербург, улица Лизы Чайкиной, 25, Введенский, Санкт-Петербург",88.0,2/6,24347,8500000,4,,1903,59.954633,30.304738
"Санкт-Петербург, Полюстровский проспект, 29, Финляндский округ, Санкт-Петербург",32.0,5/5,27159,3300000,1,5,1963,59.966926,30.399843
"Санкт-Петербург, Богатырский проспект, 7к3, Комендантский аэродром, Санкт-Петербург",62.0,2/9,25243,6990000,3,9,1973,60.001694,30.288748
"Санкт-Петербург, Чкаловский проспект, 58, Чкаловское, Санкт-Петербург",85.0,5/8,23480,8100000,4,8,1913,59.968434,30.302357
"Анисимова ул, 5 к2, Колпино, Санкт-Петербург",50.2,5/5,26188,4650000,1,3,2006,59.733881,30.605494
"Санкт-Петербург, Парголовская улица, 5, Сампсониевское, Санкт-Петербург",38.0,2/5,24349,4900000,1,5,1958,59.984521,30.347183
"Космонавтов пр-кт, 61к1, Звёздное, Санкт-Петербург",97.0,3/18,23485,15500000,3,,2008,59.839637,30.356625
"Санкт-Петербург, проспект Мечникова, 3, Пискарёвка, Санкт-Петербург",30.9,5/9,27162,3500000,1,,,59.983878,30.422741
"Санкт-Петербург, Пражская улица, 7к3, Волковское, Санкт-Петербург",46.2,3/5,25250,4250000,2,5,1968,59.87752,30.381185
"Санкт-Петербург, Клочков переулок, 6к1, Правобережный, Санкт-Петербург",41.9,6/17,26192,5900500,1,17,2002,59.919612,30.46179
"Санкт-Петербург, Лиговский проспект, 130, Волковское, Санкт-Петербург",60.1,6/7,24351,10250000,2,6,1913,59.914525,30.350759
"Санкт-Петербург, Малая Бухарестская улица, 5к2, № 75, Санкт-Петербург",68.0,9/13,25252,8550000,2,16,2005,59.84814,30.41409
"Санкт-Петербург, проспект Ветеранов, 150, Константиновское, Санкт-Петербург",35.1,9/12,27164,3150000,1,12,1974,59.834411,30.153983
"Красное Село, Санкт-Петербург, улица Освобождения, 31к3, Красное Село, Санкт-Петербург",98.4,1/9,23486,6150000,4,9,2012,59.745263,30.079018
"Санкт-Петербург, Пионерская улица, 50Г, Петровский округ, Санкт-Петербург",36.4,7/11,26195,6890000,0,14,2012,59.962778,30.270108
"Санкт-Петербург, Петергофское шоссе, 84к10, Сосновая поляна, Санкт-Петербург",24.0,6/8,24356,2280000,0,5,2001,59.835247,30.154567
"Санкт-Петербург, проспект Маршала Блюхера, 6к2, Пискарёвка, Санкт-Петербург",56.0,7/15,25256,6500000,2,4,2001,59.98485,30.370171
"ул. Тамбасова, д. 7, Сосновая поляна, Санкт-Петербург",48.2,7/10,27165,4901220,1,11,2018,59.837793,30.156732
"Санкт-Петербург, Киевская улица, 3, Московская застава, Санкт-Петербург",112.0,17/19,23487,15500000,2,20,2014,59.902298,30.320899
"Санкт-Петербург, Шишмарёвский переулок, 3к1, Чёрная речка, Санкт-Петербург",143.0,3/3,24360,18900000,4,3,1951,59.984283,30.285415
"Санкт-Петербург, улица Нахимова, 14/41Б, Гавань, Санкт-Петербург",41.0,5/5,25258,4950000,2,5,1963,59.942755,30.232801
"Шушары,ул. Школьная, д. 6, корп. 2, стр. 1, Пушкин, Санкт-Петербург",30.0,2/18,26200,2700000,0,5,1969,59.728855,30.401936
"Санкт-Петербург, улица Стасовой, 2, Полюстрово, Санкт-Петербург",64.9,9/14,27166,4312000,3,14,1975,59.969497,30.428939
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",76.6,2/10,26204,11490000,2,12,2017,59.959233,30.27221
"Санкт-Петербург, Союзный проспект, 4, Правобережный, Санкт-Петербург",59.0,14/15,25259,7500000,2,15,2014,59.916284,30.439548
"Санкт-Петербург, улица Нахимова, 15, Морской, Санкт-Петербург",285.8,4/7,24361,28694700,5,17,2006,59.94115,30.218069
"Санкт-Петербург, улица Капитана Воронина, 12А, Сампсониевское, Санкт-Петербург",102.0,1/2,27169,10500000,5,2,1951,59.988046,30.347246
"Санкт-Петербург, улица Белы Куна, 5, № 72, Санкт-Петербург",45.5,8/9,26209,6450000,2,,,59.874277,30.387967
"деревня Куттузи, Аннинское городское поселение, Ломоносовский район, Ленинградская область, Уланская улица, 5, Красное Село, Санкт-Петербург",39.0,10/12,25260,2999000,1,12,2016,59.74592,30.06531
"Санкт-Петербург, 5-й Предпортовый проезд, 2, Пулковский меридиан, Санкт-Петербург",61.0,18/22,27172,12760000,2,,,59.840849,30.312383
"Санкт-Петербург, проспект Наставников, 45к5, Ржевка, Санкт-Петербург",57.1,3/3,24362,4600000,3,3,1960,59.956723,30.482164
"Санкт-Петербург, Барочная улица, 12, Чкаловское, Санкт-Петербург",100.0,3/12,27173,37000000,4,11,2010,59.969304,30.287984
"посёлок Мурино, Всеволожский район, Ленинградская область, улица Шоссе в Лаврики, 89, Санкт-Петербург",22.4,12/18,26215,2300000,0,19,2017,60.06654,30.45685
"Санкт-Петербург, Комендантский проспект, 33к4, Юнтолово, Санкт-Петербург",81.0,6/25,25261,8900000,3,18,1997,60.022369,30.246401
"Санкт-Петербург, улица Беринга, 1, Гавань, Санкт-Петербург",71.5,7/17,24363,15200000,2,17,2006,59.935782,30.247973
"Сергея Тюленина пер, 4/23, № 78, Санкт-Петербург",98.2,2/4,23489,23900000,3,4,1822,59.93319,30.323899
"Санкт-Петербург, проспект Королёва, 65, Коломяги, Санкт-Петербург",95.0,24/25,25262,11700000,3,25,2011,60.03354,30.242036
"Санкт-Петербург, улица Пограничника Гарькавого, 40к6, Константиновское, Санкт-Петербург",63.0,2/7,26223,6000000,2,10,2002,59.830373,30.148961
"улица Казанская дом 42, Сенной округ, Санкт-Петербург",128.8,4/5,24367,12800000,4,5,1905,59.928934,30.311889
"14-я линия Васильевского острова, 35, № 7, Санкт-Петербург",62.0,6/6,27178,6500000,3,5,1893,59.939397,30.269713
"Санкт-Петербург, проспект Маршала Жукова, 50к2, Дачное, Санкт-Петербург",52.0,2/6,23491,7500000,2,6,2007,59.843037,30.212319
"Санкт-Петербург, Петергофское шоссе, 45, Южно-Приморский округ, Санкт-Петербург",70.0,2/4,26225,9700000,2,20,2012,59.848077,30.152869
"Санкт-Петербург, Приморский проспект, 46, № 65, Санкт-Петербург",96.0,5/7,24368,13000000,3,8,2017,59.983067,30.26859
"Пушкин, Санкт-Петербург, Гусарская улица, 9к2, Пушкин, Санкт-Петербург",63.0,3/4,25263,5700000,3,5,2011,59.703062,30.393806
"Московский пр-кт, 172к4, Московская застава, Санкт-Петербург",150.0,5/6,23492,38000000,4,6,2009,59.877768,30.323567
"Петергоф, Санкт-Петербург, бульвар Разведчика, 8к2, Петергоф, Санкт-Петербург",43.0,1/4,27182,3500000,2,,,59.876996,29.895196
"Санкт-Петербург, Московский проспект, 207, Пулковский меридиан, Санкт-Петербург",32.5,22/22,26233,4900000,1,25,1975,59.844628,30.320081
"10-я Советская улица, 19, Смольнинское, Санкт-Петербург",95.0,7/8,24369,7800000,4,6,1912,59.935913,30.381939
"Пушкин, Санкт-Петербург, Железнодорожная улица, 66, Пушкин, Санкт-Петербург",44.0,1/5,25264,4199000,2,5,1968,59.724437,30.416533
"Мартынова наб, 62, Чкаловское, Санкт-Петербург",301.3,5/5,23493,132500000,4,5,2008,59.975603,30.249492
"Богатырский пр-кт, 51/1, № 65, Санкт-Петербург",24.0,5/16,27183,3250000,0,16,2005,60.008698,30.202132
"Санкт-Петербург, Камышовая улица, 11, Озеро Долгое, Санкт-Петербург",65.4,5/12,24373,8200000,3,12,1995,60.006075,30.24977
"Санкт-Петербург, Серебристый бульвар, 34к1, Комендантский аэродром, Санкт-Петербург",61.0,4/9,26237,6200000,3,9,1978,60.013735,30.283277
"ул Стасовой, 6, Полюстрово, Санкт-Петербург",45.3,3/5,25265,3750000,2,,,59.969286,30.433089
"Кемская ул, 1, Чкаловское, Санкт-Петербург",187.0,3/7,23495,65000000,3,9,2007,59.973221,30.259571
"Токарева, 2, Сестрорецк, Санкт-Петербург",42.0,13/17,27185,6000000,2,17,2011,60.085092,29.954269
"Россия, Санкт-Петербург, Колпино, Понтонная улица, 11к1, Колпино, Санкт-Петербург",41.1,2/5,24375,3235000,1,6,2017,59.756047,30.629371
"Новосельковская ул, 23, Коломяги, Санкт-Петербург",115.0,3/4,26241,16600000,4,7,2005,60.030892,30.286942
"Санкт-Петербург, набережная реки Фонтанки, 80/2, подъезд 1, Владимирский округ, Санкт-Петербург",160.0,4/5,25270,14999000,5,2,1777,59.926927,30.333107
"Даниила Хармса ул, 3/1, Полюстрово, Санкт-Петербург",78.8,2/18,23497,7000000,3,19,2014,60.033279,30.44969
"пр-т. Авиаторов Балтики, д. 13, Санкт-Петербург",36.5,5/17,27186,3330000,1,18,2016,60.056279,30.441399
"Санкт-Петербург, Миллионная улица, 23, Дворцовый округ, Санкт-Петербург",132.0,3/3,26243,30000000,5,5,1877,59.94289,30.321626
"1-я Советская улица, 12, Смольнинское, Санкт-Петербург",83.7,5/5,24377,9100000,2,5,1899,59.931062,30.365096
"Санкт-Петербург, Новгородская улица, 26, Смольнинское, Санкт-Петербург",65.3,5/5,25271,7400000,2,,,59.942137,30.391246
"Мартынова наб, 74, Чкаловское, Санкт-Петербург",151.0,2/5,23498,65000000,3,7,2007,59.975936,30.246455
"Санкт-Петербург, Заневский проспект, 59, Малая Охта, Санкт-Петербург",59.0,4/9,27187,6100000,3,9,1964,59.930827,30.426801
"Славы пр-кт, 27, Георгиевский, Санкт-Петербург",44.4,3/5,24378,4650000,2,5,1965,59.855642,30.385757
"Санкт-Петербург, улица Адмирала Черокова, 18к3, Южно-Приморский округ, Санкт-Петербург",28.0,9/19,25277,3650000,0,19,2014,59.851851,30.142179
"Санкт-Петербург, Свердловская набережная, 60, Большая Охта, Санкт-Петербург",70.0,8/16,23499,8830000,2,8,1969,59.954701,30.408664
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Первомайская улица, 8, Пушкин, Санкт-Петербург",28.0,15/18,26246,3250000,0,18,2014,59.808962,30.377007
"ул. Тамбасова, д. 7, Сосновая поляна, Санкт-Петербург",46.7,6/10,27189,4725180,1,11,2018,59.837793,30.156732
"Санкт-Петербург, Таврическая улица, 27, Смольнинское, Санкт-Петербург",61.2,1/4,24380,5800000,2,5,1879,59.945378,30.378319
"Композиторов ул, 22к4, Шувалово-Озерки, Санкт-Петербург",98.0,5/16,23502,10950000,3,18,2004,60.060815,30.316623
"Косая линия, 24/25А, № 7, Санкт-Петербург",50.0,1/6,26251,7500000,2,6,1917,59.93071,30.259598
"Санкт-Петербург, 10-я линия Васильевского острова, 27, Васильевский, Санкт-Петербург",156.6,2/7,24381,13400000,5,6,1911,59.94193,30.273593
"Санкт-Петербург, улица Демьяна Бедного, 27, Прометей, Санкт-Петербург",31.4,8/12,27191,3350000,1,12,1975,60.048305,30.392153
"Белградская ул, 44, Георгиевский, Санкт-Петербург",44.8,5/5,23503,4300000,2,5,1965,59.849139,30.370019
"Санкт-Петербург, Петровский проспект, 24к3, Петровский округ, Санкт-Петербург",79.8,5/9,26261,19500000,2,9,2018,59.959435,30.25922
"Санкт-Петербург, Среднерогатская улица, 20, Звёздное, Санкт-Петербург",23.9,12/17,27192,3100000,0,18,2019,59.820282,30.3382
"Санкт-Петербург, Богатырский проспект, 5к3, Комендантский аэродром, Санкт-Петербург",50.0,8/9,24383,5500000,2,,,60.001469,30.292054
"Большая Зеленина ул, 13, Петровский округ, Санкт-Петербург",95.0,2/5,23504,13500000,3,5,1899,59.961188,30.293024
"Санкт-Петербург, Придорожная аллея, 15, № 15, Санкт-Петербург",15.7,2/15,27193,1660000,0,15,1980,60.055111,30.360523
"Санкт-Петербург, проспект Пятилеток, 17к2, Правобережный, Санкт-Петербург",72.2,3/10,26263,6900000,3,10,1992,59.925863,30.451711
"Пушкин, Санкт-Петербург, улица Глинки, 8, Пушкин, Санкт-Петербург",60.6,3/4,24384,7000000,2,,,59.724437,30.416533
"Санкт-Петербург, улица Рентгена, 19, Посадский, Санкт-Петербург",153.1,6/9,23505,28300000,4,9,2018,59.964822,30.326271
"Санкт-Петербург, Ленинский проспект, 64к1, Южно-Приморский округ, Санкт-Петербург",94.7,12/24,25278,9000000,3,23,2017,59.864096,30.170862
"пр-т Просвещения, д. 43, стр. 1, № 15, Санкт-Петербург",67.9,6/26,26268,6990000,2,29,2017,60.053952,30.327196
"Санкт-Петербург, Вербная улица, 20к2, Коломяги, Санкт-Петербург",79.0,2/12,27195,7490000,3,12,1996,60.025084,30.29986
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",91.0,11/21,24387,9099099,3,29,2017,60.053952,30.327196
"Невский пр-кт, 150, Смольнинское, Санкт-Петербург",75.4,3/4,23506,10600000,3,4,1929,59.928293,30.372956
"Колпино, Санкт-Петербург, Загородная улица, 43к2, подъезд 1, Колпино, Санкт-Петербург",43.0,4/5,25279,3100000,2,5,1972,59.773669,30.596798
"Санкт-Петербург, проспект Стачек, 79, Автово, Санкт-Петербург",50.0,2/10,26272,7100000,2,10,1954,59.865524,30.259921
"Санкт-Петербург, Пулковская улица, 8к2, Звёздное, Санкт-Петербург",29.0,8/21,24393,3900000,0,21,2008,59.838023,30.35216
"Санкт-Петербург, улица Куйбышева, 23, Посадский, Санкт-Петербург",95.6,3/6,27197,10700000,4,6,1902,59.956557,30.331508
"Санкт-Петербург, улица Рентгена, 19, Посадский, Санкт-Петербург",88.3,5/9,23507,15850000,3,9,2018,59.964822,30.326271
"Санкт-Петербург, Коломенская улица, 7, Владимирский округ, Санкт-Петербург",61.0,1/5,25286,6850000,2,6,1890,59.925615,30.354541
"Санкт-Петербург, Ленинский проспект, 51, Южно-Приморский округ, Санкт-Петербург",97.0,4/16,26275,7400000,3,25,2014,59.862565,30.167314
"Ждановская ул, 45, Петровский округ, Санкт-Петербург",69.0,8/10,24397,15500000,1,15,2017,59.962719,30.267485
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",39.9,12/17,25287,4645000,1,18,2019,59.820282,30.3382
"Санкт-Петербург, проспект Королёва, 31к1, Озеро Долгое, Санкт-Петербург",101.0,7/9,23508,8500000,5,9,1987,60.014342,30.263703
"ул. Школьная, д. 6, корп. 2, стр. 1, Пушкин, Санкт-Петербург",27.5,10/18,27201,2915000,0,5,1969,59.728855,30.401936
"Петергоф, Санкт-Петербург, Озерковая улица, 55к2, подъезд 3, Петергоф, Санкт-Петербург",45.0,4/5,26276,3900000,2,5,1966,59.875099,29.888728
"Санкт-Петербург, 27-я линия В.О., 16, Гавань, Санкт-Петербург",171.0,18/18,25292,77700000,5,18,2009,59.93222,30.254325
"Санкт-Петербург, проспект Бакунина, 19-25, Смольнинское, Санкт-Петербург",102.0,8/9,24399,19850000,3,,,59.930539,30.382334
